300	21590
325	14984.5
350	10400
375	7450.85
400	5338
425	3950.74
450	2924
475	2223.62
500	1691
525	1318.46
550	1028
575	815.672
600	647.2
625	521.181
650	419.7
675	340.534
700	276.3
725	229.785
750	191.1
775	159.305
800	132.8
825	111.168
850	93.06
875	78.5367
900	66.28
925	56.3631
950	47.93
975	41.1389
1000	35.31
