300	21.59
325	15.995
350	10.4
375	7.869
400	5.338
425	4.131
450	2.924
475	2.3075
500	1.691
525	1.3595
550	1.028
575	0.8376
600	0.6472
625	0.53345
650	0.4197
675	0.348
700	0.2763
725	0.2337
750	0.1911
775	0.16195
800	0.1328
825	0.11293
850	0.09306
875	0.07967
900	0.06628
925	0.057105
950	0.04793
975	0.04162
1000	0.03531
